x,y
15.35,201.269
15.41,149.756
15.83,172.38
15.96,201.018
15.85,206.138
15.85,229.06
16.38,214.15
16.61,305.54
16.72,207.552
16.94,330.886
16.65,217.329
16.59,231.064
16.64,189.677
16.59,183.099
16.63,137.546
16.57,126.262
16.81,178.71
16.54,187.435
16.34,318.757
16.2,326.545
16.59,274.874
16.57,232.249
16.68,149.028
16.69,162.041
16.58,119.969
16.6,201.038
16.56,92.202
16.98,256.967
16.92,199.21
17.41,453.692
18.07,477.32
17.88,228.289
18.3,475.145
18.47,410.248
19.12,600.247
18.68,514.247
18.4,269.718
18.53,391.719
17.78,716.862
17.78,362.314
17.83,189.01
17.72,173.638
17.36,228.51
17,264.525
17.05,167.881
17.13,196.882
16.99,181.624
16.9,313.753
16.7,230.042
16.51,321.258
15.95,439.41
16.83,281.035
16.64,277.865
16.5,164.059
16.5,153.638
16.66,281.114
16.47,219.35
16.44,161.822
16,204.854
15.49,337.89
15.9,312.153
15.79,201.168
15.31,278.563
15.83,336.56
15.84,310.917
15.69,176.197
15.55,304.755
15.2,249.93
15.5,283.951
15.38,236.064
15.36,191.532
15.12,355.007
15.06,181.086
15.14,212.491
15.35,140.566
15.49,124.931
15.69,138.883
15.65,159.203
15.72,107.693
15.67,127.671
15.84,204.128
15.51,224.181
15.39,133.74
15.19,182.877
14.92,298.176
14.86,81.754
14.54,318.259
14.22,239.129
14.15,332.225
14.24,185.644
14.46,173.341
14.42,174.179
14.77,170.887
14.93,126.82
15.21,155.859
15.6,223.288
15.42,122.557
15.39,126.266
15.37,168.298
15.38,161.682
15.28,295.783
14.28,780.358
14.17,426.776
14.04,343.184
14.22,232.478
14.1,209.71
13.99,135.226
13.96,167.03
13.98,183.804
14.08,141.672
14.07,140.986
14.2,142.972
14.25,130.727
14.38,133.948
14.52,122.026
14.46,96.58
14.2,132.355
13.99,116.599
13.96,78.456
13.9,114.164
14,132.986
14.05,155.333
14,141.007
13.95,171.922
13.87,122.976
13.64,134.258
13.37,155.568
13.4,146.027
13.47,127.056
13.42,71.209
13.14,164.895
13.41,246.167
13.55,181.902
13.75,124.785
13.62,102.406
13.82,121.027
13.92,177.355
13.77,185.901
13.88,242.614
13.76,230.645
14.35,900.354
14.23,272.815
14.33,795.654
14.06,262.346
14.26,320.484
14.25,185.674
14.24,169.316
14.51,241.548
14.53,206.74
14.45,160.741
14.39,244.757
14.35,203.762
14.35,160.965
14.32,205.575
14.77,239.884
14.7,202.97
14.61,180.686
14.56,161.029
14.58,83.482
14.47,124.657
15.48,507.734
16.76,1234.499
16.73,584.818
16.28,358.765
15.8,326.786
16.25,377.902
16,269.355
16.41,242.641
16.44,172.515
16.48,223.49
16.43,137.644
16.45,126.895
16.52,160.137
16.52,143.606
16.4,99.647
16.23,173.255
16.35,264.847
16.4,134.14
16.5,155.615
17.6,562.189
17.01,170.126
16.86,153.106
16.75,177.034
16.89,189.346
16.49,234.841
16.33,103.058
17.17,465.001
16.97,240.362
16.65,143.169
16.43,224.379
16.48,115.617
16.4,49.539
16.45,146.53
16.34,249.811
16.4,174.359
16.41,131.673
16.37,92.28
16.6,120.638
17.07,290.564
17.22,217.733
17.19,86.733
17.05,89.853
16.99,127.554
16.84,114.295
16.73,109.442
16.7,129.405
16.66,248.961
16.42,175.664
16.68,113.947
16.78,67.675
16.73,88.892
16.63,74.923
16.54,83.891
16.77,76.686
16.77,83.189
16.76,77.545
16.94,176.84
16.83,110.928
16.91,234.477
17.34,306.568
17.17,198.695
16.8,161.767
16.73,146.157
16.81,150.662
16.92,159.61
16.83,135.935
16.68,213.925
16.55,171.3
16.33,146.227
16.31,233.662
16.24,233.753
16.19,266.731
16.05,496.908
16.36,390.67
16.21,247.34
16.2,229.114
16.46,269.389
16.66,211.068
16.91,333.146
16.91,191.279
17,160.465
16.85,179.32
16.7,177.787
16.72,154.305
16.87,153.863
16.93,145.03
17.39,313.952
17.82,418.241
17.82,235.666
17.84,137.299
17.39,347.595
17.1,352.251
16.73,315.704
16.77,169.396
16.6,202.103
16.49,167.028
16.85,245.211
17.05,352.021
17.2,202.742
17.15,187.708
17.02,127.172
17.7,337.98
17.39,256.597
17.54,194.549
17.44,216.155
16.68,514.893
16.48,383.785
16.42,375.488
16.19,266.604
16.5,206.137
16.48,306.924
16.34,308.425
16.91,201.203
17.05,210.472
17.06,160.667
16.78,100.379
16.92,129.446
16.88,151.315
16.98,124.874
17.05,95.608
17.29,184.645
17.2,132.987
17.1,127.787
17.11,131.142
16.96,348.419
16.64,197.836
16.69,167.004
16.82,165.955
16.78,147.565
16.44,219.357
16.36,315.474
17.23,343.104
16.94,139.852
17.31,177.715
17.37,200
17.43,166.424
17.53,144
17.77,308
18.35,440.306
18.64,326
18.38,235.849
18.56,308
18.8,296.908
18.84,155.956
18.7,184.751
18.61,1312
17.81,530
16.84,1200.576
16.69,620.822
16.07,312.052
16.16,258.802
16.49,403.564
16.44,235.827
16.17,193
16.41,231.506
16.99,341.726
16.22,239.995
16.19,200.912
16.59,302.666
16.43,402.956
16.11,210.05
16,222.452
15.85,182.004
15.65,165.161
15.38,219.866
15.33,186.819
15.73,194.524
15.34,145.812
15.56,219.944
15.05,412.861
15.09,244.467
14.98,229.634
15.42,326.465
15.38,175.078
15.53,301.547
15.09,325.247
15.16,253.406
14.98,138.363
15.18,160.566
15.05,254.652
15.1,349.057
15.5,162.725
15.67,204.817
15.81,182.872
15.95,209.914
15.69,143.649
15.44,214.867
15.18,227.911
15.1,166.461
14.99,270.786
14.94,197.451
14.69,245.048
14.69,301.682
14.15,630.984
13.63,304.871
14.05,301.448
13.88,167.254
13.99,209.342
13.9,205.595
13.71,206.365
14.07,677.985
13.34,268.8
13.18,258.003
13.07,261.619
12.86,394.423
12.12,470.662
11.8,595.776
12.09,474.841
12.14,480.274
12.92,510.988
13.62,484.725
13.69,256.828
13.57,255.819
13.62,170.065
13.09,304.477
13.08,261.839
13.23,141.994
13.35,171.865
13.3,249.672
13.21,218.118
12.89,358.826
13.68,309.908
13.98,291.623
13.94,253.907
13.78,179.627
13.13,205.086
12.95,544.553
14,773.242
14.49,939.72
14.57,600.319
14.28,326.927
14.34,199.288
14.94,373.85
15.4,585.851
15.34,568.279
14.79,272.901
14.66,217.672
14.6,320.128
14.25,604.563
14.83,493.332
14.8,244.662
15,250.844
14.62,212.847
14.39,457.766
13.44,302.328
14.04,431.963
14.48,444.872
16.15,973.302
15.8,499.611
15.75,279.54
16.04,330.85
15.95,180.503
15.95,205.854
16.37,324.873
16.15,235.201
16.04,212.04
15.74,313.779
16.79,542.645
16.49,408.169
16.39,297.394
16.75,298.64
16.7,240.597
16.44,236.301
16.7,197.722
16.7,202.869
16.07,397.637
15.08,418.347
15.3,207.588
15.5,168.095
15.54,418.53
15.7,223.907
16.18,250.797
16.5,453.283
16.22,153.664
16.31,145.416
16.31,142.776
16.05,176.507
16.1,143.676
15.77,174.437
15.69,171.603
15.19,236.769
15.08,148.36
15.24,201.252
15.25,107.818
15.47,190.29
15.94,292.94
16.04,347.182
16.46,470.598
16.41,227.145
16.14,198.965
16.05,173.332
15.86,197.505
15.76,181.261
15.96,134.463
15.72,146.894
15.74,155.844
15.28,272.511
15.29,148.298
15.26,326.172
15,214.473
15.19,158.857
16.24,471.276
16.4,338.128
16.26,178.659
16.17,97.395
16.05,146.799
16.23,152.809
16.21,108.328
16.39,197.086
16.16,356.553
15.69,194.228
15.66,133.084
15.61,131.919
15.71,140.488
15.62,108.008
15.73,126.646
15.67,117.047
15.66,153.342
16,356.958
16.15,226.45
16.11,220.038
15.93,178.645
15.81,171.522
15.71,233.495
15.69,154.084
15.8,108.59
15.65,110.769
15.62,107.255
15.8,132.21
15.82,99.488
15.98,136.521
15.95,112.911
15.89,135.045
15.97,134.394
16.1,225.53
16.31,277.901
16.24,100.673
16.1,886.387
15.3,253.184
15.38,153.774
15.44,228.895
15.07,296.966
14.75,271.872
14.81,156.897
14.97,121.054
14.91,134.31
14.99,153.956
14.93,196.111
14.96,122.833
14.92,91.649
14.95,117.497
14.69,126.966
14.71,106.225
14.77,112.714
14.7,97.699
14.76,113.092
14.62,171.344
14.64,147.655
14.98,198.098
15.18,283.376
15.22,166.496
15.61,220.956
15.61,250.241
15.56,146.186
15.59,84.937
15.56,115.008
15.55,118.91
15.48,188.318
15.34,99.338
15.42,155.141
15.51,144.238
15.43,182.15
15.34,209.546
15.26,117.17
15.25,113.354
15.18,152.842
15.08,112.009
15.1,94.875
15.18,153.358
15.04,136.392
15.18,205.59
15.57,365.59
15.57,184.312
15.7,245.584
15.47,216.837
15.52,121.402
15.51,132.369
15.55,125.428
15.62,97.116
15.57,108.946
15.73,97.993
15.77,108.41
15.65,109.327
15.29,137.713
15.49,134.66
15.44,186.036
15.45,190.085
15.54,111.757
15.44,211.343
15.77,308.186
15.55,137.425
15.57,172.474
15.37,173.451
15.87,326.794
16,511.458
15.61,335.42
15.43,181.153
15.51,138.756
15.48,136.29
15.55,184.649
15.34,149.246
15.37,171.6
15.12,161.967
15.03,154.78
15.14,97.254
15.41,182.955
15.5,126.357
15.68,164.206
15.73,171.451
15.52,170.125
15.49,164.541
15.46,116.127
15.44,117.165
15.54,96.54
15.69,106.358
15.75,112.607
15.8,131.027
15.7,110.427
15.55,133.831
15.47,136.404
15.63,112.618
15.48,124.792
15.83,135.018
15.94,72.266
15.99,81.484
15.99,114.408
15.91,121.516
15.84,103.759
15.98,159.339
15.94,164.823
15.81,183.902
15.84,118.116
15.8,149.829
15.89,305.963
15.75,192.706
15.86,159.853
15.94,169.197
15.81,148.258
15.76,197.334
15.64,150.92
15.88,110.332
16.17,142.208
16.15,101.876
16.06,137.538
16.07,140.08
16,129.005
16.03,91.408
16.07,88.039
16.37,172.817
16.32,73.79
16.16,86.131
15.35,619.873
15.21,208.494
15.05,296.552
14.86,206.829
15.01,249.719
15.07,196.407
15.05,111.939
15.01,279.347
14.99,91.684
14.97,124.63
14.94,86.504
14.93,100.54
14.87,127.064
14.94,211.136
14.84,106.988
14.82,116.197
14.98,188.092
15.14,211.188
15.15,180.116
15.29,129.887
15.28,105.201
15.25,80.364
15.55,220.06
15.69,121.363
15.84,176.426
15.84,116.977
16.17,424.496
16.13,306.811
15.86,181.698
15.82,491.67
16.04,230.199
16.09,229.663
15.81,127.841
16.2,244.162
16.09,197.443
16.09,206.019
16.04,136.967
16.24,203.99
16.35,172.839
16.38,92.404
16.16,117.367
16.05,141.1
15.99,145.463
16.02,129.73
16.02,122.391
15.87,207.865
15.98,205.741
16.12,195.705
16.24,263.61
16.03,328.931
15.95,322.88
16.79,715.754
16.8,251.197
16.77,230.808
16.82,233.742
16.89,210.588
17.05,197.649
17.14,275.687
17.43,318.543
17.53,263.212
17.56,243.442
17.5,203.22
17.52,238.321
17.56,223.615
17.85,290.169
18.08,363.989
18.16,356.59
18.02,310.143
18.37,329.959
18.5,262.282
18.5,195.848
18.59,77.148
19,340.427
19.16,293.305
18.95,303.132
19.03,272.598
18.95,240.753
18.84,296.03
18.96,307.256
19.03,247.391
19.28,253.128
19.3,191.597
19.47,241.278
19.63,190.495
19.6,228.992
19.54,204.546
19.72,195.804
19.74,147.603
19.76,170.946
19.69,123.514
19.71,245.728
19.49,327.277
19.66,114.315
19.75,93.762
19.67,139.994
19.57,166.678
19.97,206.451
20.32,204.631
20.1,195.044
19.95,124.896
19.58,238.645
19.68,169.317
19.75,216.467
19.38,306.47
19.38,215.522
19.54,138.284
19.54,160.876
20.14,332.917
20.21,145.006
20.17,135.351
19.95,138.669
20.19,138.579
20.52,137.114
20.48,149.543
20.5,395.101
20.88,576.523
20.12,365.723
19.99,349.737
19.83,276.106
19.81,239.065
19.78,135.598
19.9,153.923
20.43,247.056
20.61,222.497
20.98,220.899
21.4,277.502
21.43,187.979
21.26,128.179
21.25,125.84
21.41,166.658
21.45,144.389
21,132.961
21.31,136.733
21.32,133.349
20.85,140.382
21.31,156.973
21.57,188.737
22.28,337.767
22.74,300.753
23.08,304.974
23.09,151.939
23,128.818
22.96,105.835
23,164.892
22.58,120.123
22.48,139.562
22.75,127.985
22.39,335.574
22.17,150.717
22.33,128.469
22.33,180.941
22.95,247.191
23.26,180.621
23.88,231.389
23.62,168.932
23.83,139.436
23.77,176.119
23.62,123.443
23.9,147.248
23.88,149.343
23.72,125.212
23.41,142.437
23.48,99.981
24,147.739
24.32,172.819
24.57,123.625
24.8,133.428
24.99,281.296
24.26,308.775
24.1,451.486
23.7,258.223
23.63,178.602
23.96,155.397
24.45,167.18
24.97,151.388
25.29,172.891
25.37,195.733
24.91,125.331
24.79,100.912
24.72,110.75
24.97,106.51
25.25,115.139
25.34,119.905
26.79,258.831
26.66,249.608
26.49,111.86
26.86,162.364
26.83,158.08
26.87,148.282
27.68,219.565
27.43,181.923
26.98,148.893
27.05,250.991
27.13,148.89
27.19,160.462
26.27,233.07
26.48,149.671
26.77,190.153
26.04,187.389
26.5,129.162
26.6,239.942
26.62,164.541
26.57,132.183
26.25,142.705
26.21,135.59
27.09,169.487
27.12,158.507
26.88,100.971
26.53,119.208
26.46,97.638
26.55,73.988
26.85,102.897
26.89,97.107
26.78,113.983
26.05,191.155
25.43,245.741
25.09,370.062
25.01,188.839
25.68,125.831
25.98,144.898
25.54,267.743
25.54,106.793
25.5,101.296
25.64,60.591
26.26,110.975
25.99,104.784
26.7,175.678
27.07,151.033
27.19,175.898
27.44,173.153
27.47,166.748
27.45,313.752
29.73,837.914
29.83,350.256
29.72,207.569
28.42,460.464
28.04,259.234
27.92,227.398
28.46,200.006
28.34,119.187
28.33,110.951
28.23,103.378
28.21,209.201
28.45,131.576
28.09,118.634
27.8,78.392
27.75,109.511
27.51,94.507
27.62,89.344
27.7,130.511
28.37,165.619
28.6,148.913
28.21,84.714
27.83,142.171
27.6,148.234
27.44,118.76
27.31,107.072
27.49,87.913
28.01,157.286
28.32,131.929
28.04,97.544
27.46,145.495
27.24,96.031
27.45,139.119
27.44,163.444
27.87,145.911
28.12,88.805
28.35,89.896
28.5,108.075
29.32,211.78
29.63,130.076
29.41,103.746
30.27,220.607
29.47,138.366
30.04,157.487
30,104.997
30.46,155.706
31.05,127.951
31.1,149.254
31.03,157.289
31.66,278.206
32.03,191.466
33,392.337
33.85,317.916
33.75,300.658
34.44,281.809
34.7,216.374
34.36,232.639
35.06,239.502
34.69,154.487
34.5,429.146
33.33,335.097
33.91,234.481
34.37,170.123
34.1,176.14
34.32,427.739
34.11,448.2
33.01,252.297
33.75,246.229
34.35,177.767
34.6,175.491
33.84,159.317
33.31,150.867
32.95,222.9
32.7,183.257
34,293.492
33.48,142.923
33.12,153.019
33.35,152.014
33.66,157.785
33.08,134.711
33.3,108.264
33.05,168.613
33.12,150.828
33.99,158.468
34.52,182.276
35.12,213.594
35.89,214.114
35.94,156.157
36.19,190.7
35.17,149.553
36.22,324.398
36.66,264.25
36.63,132.475
36.85,151.598
36.75,104.583
37.12,104.275
37.35,64.554
37.15,115.73
37.07,140.983
38.15,261.397
39.31,276.62
39.28,222.15
39.2,143.863
40.25,254.797
40.16,209.152
40,161.846
40.2,137.737
40.27,114.391
40,98.42
40.04,168.44
40.38,107.102
40.6,246.372
40.8,74.479
40.95,51.139
41.05,73.646
40.75,61.387
40.58,86.768
40.5,82.914
40.49,215.042
40.44,157.552
40.32,124.675
41.2,141
41.72,186.382
41.35,128.973
41.35,87.217
41.22,160.472
41.14,144.739
41.31,94.755
40.75,163.482
40.44,192.625
40.05,214.364
40.4,129.946
39.77,153.843
38.98,263.09
37.94,267.28
38.32,397.653
36.31,671.905
35.81,322.447
36.33,300.724
36.01,221.952
35.86,210.825
35.94,140.229
36.75,142.5
37.27,161.785
38.13,176.429
38.86,183.48
38.91,140.885
38.69,120.881
38.45,99.758
38.59,120.964
38.33,158.519
38.04,111.559
37.96,123.519
37.71,157.389
37.58,97.569
38.1,157.789
38.48,154.894
39.38,169.571
38.66,147.147
39.79,161.394
40.15,125.368
39.98,106.267
39.91,144.555
38.78,118.192
38.3,125.923
37.61,147.947
38.42,211.797
38.19,308.623
39.36,296.983
39.51,169.347
39.94,193.246
38.47,195.17
38.27,160.442
38.04,295.89
37.07,317.151
36.74,209.388
36.15,219.296
36.73,182.929
36.58,151.532
36.86,157.34
36.86,145.228
36.79,168.278
36.05,410.499
34.37,477.702
34.43,354.861
35,216.512
34.98,340.249
33.48,280.407
34.04,263.226
34.28,506.004
37.3,615.991
36.6,289.327
36.65,166.854
36.85,179.152
36.19,190.517
35.82,172.423
35.1,194.016
35,310.192
35.89,287.36
36.44,233.415
36.69,194.747
37.12,224.541
37.05,131.291
37.17,191.56
35.99,660.627
34.57,304.077
34.1,203.034
34.6,225.206
34.69,124.771
34.65,170.39
34.19,188.798
33.66,188.471
33.99,148.457
34.47,185.967
34.39,138.045
34.86,175.228
35.08,162.944
35.13,130.57
35.17,169.605
35.1,97.808
34.93,131.53
34.95,91.789
34.97,65.575
34.83,94.341
34.99,111.928
36.08,187.072
36.32,143.9
36.52,91.793
36.84,133.215
36.79,124.661
37.06,129.263
35.49,324.323
34.94,244.029
35.01,178.36
35.2,162
34.81,216.058
34.22,262.064
33.99,145.898
33.65,180.744
33.75,160.1
34.55,255.006
35.26,204.501
35.7,186.096
35.91,165.336
36.15,86.049
36.23,157.168
35.66,230.969
35.07,126.269
34.97,180.648
35.56,183.795
35.95,186.805
35.94,363.166
34.45,562.606
33.9,375.359
33.35,215.409
33.64,184.31
33.84,181.536
34.92,386.225
36.55,473.91
36.33,201.438
36.23,146.072
36.16,115.709
36.99,298.767
36.49,179.374
36.08,145.73
36.66,130.972
36.42,176.364
35.94,117.705
36,113.066
35.96,105.937
36.15,86.601
35.99,129.027
36.45,165.323
36.42,89.273
36.57,133.389
37.77,201.532
37.94,170.849
37.75,126.703
37.75,122.549
38.2,148.791
38.22,143.564
37.92,95.168
38.72,248.43
38.57,164.906
38.67,116.341
39.3,198.033
39.6,160.929
39.34,147.633
39.8,262.004
41.82,755.202
42.06,526.83
41.23,307.418
41.56,252.03
43.2,697.455
44.01,724.099
42.96,614.907
42.96,394.955
43.32,937.021
43.19,2338.721
40.04,1092.171
39.27,661.053
40.1,490.141
39.8,359.165
40.8,621.892
41.09,358.833
41.23,303.865
41.24,351.729
40.64,245.844
41.69,381.917
41.73,235.761
41.29,225.383
41.29,265.935
41.25,335.196
41.07,367.715
40.07,388.419
39,385.09
38.08,419.735
38.5,269.985
38.98,241.07
39.4,178.024
40.48,419.552
42.88,693.489
42.83,306.534
43.65,338.058
44.82,365.965
46.15,368.349
45.98,253.891
45.84,162.055
46.52,184.468
46.72,171.815
47.13,250.515
48.28,330.215
47.98,226.36
48.67,241.667
49.63,247.303
49.18,315.863
50.63,305.647
51.17,355.134
51.95,288.247
52.42,383.928
52.62,268.473
51.37,292.6
52.23,289.16
52.25,222.253
51.83,146.435
52.19,142.196
52.26,134.285
52,89.137
51.43,231.469
51.12,160.999
50.97,142.36
50.67,121.367
51.25,154.181
50.9,181.901
50.53,196.556
50.69,161.841
50.58,211.002
51.17,203.705
50.92,181.325
50.08,213.993
50.25,171.123
51.15,153.389
51.47,241.102
51.6,240.211
51.46,155.14
50.92,59.619
51.06,51.697
51.01,66.245
51.27,107.035
51.68,93.05
50.78,119.245
49.88,143.893
49.88,162.043
49.64,117.88
50.23,147.048
50.41,74.628
49.93,101.707
49.48,216.052
48.09,159.116
47.75,171.26
46.59,146.818
47.89,158.459
48.38,163.051
49.08,126.474
49.23,142.943
49.79,189.764
49.28,457.772
50.32,848.397
43.8,743.701
44.85,360.336
44.76,203.057
45.25,169.859
44.98,162.814
44.26,184.145
43.66,160.051
43.15,155.076
43.18,121.608
43.26,97.911
44.16,181.582
44.59,137.858
44.54,127.984
43.82,104.107
44.42,133.01
44.36,120.362
43.99,121.291
43.52,97.975
44.72,179.229
44.76,92.238
44.57,100.442
44.43,110.273
43.95,223.924
44.38,300.985
44.31,118.677
44.24,118.88
43.93,118.019
42.92,106.007
42.99,100.073
43.36,83.848
42.98,90.87
43.88,113.764
44.16,96.562
44.71,189.199
45.45,147.58
45.58,141.942
45.54,82.688
44.78,75.591
44.93,140.369
44.67,161.629
45.67,205.635
45.42,88.843
45.2,104.155
44.6,147.223
44.36,122.294
44.03,107.17
44.22,113.82
45.19,160.71
46.17,136.78
45.79,84.364
45.59,88.373
45.64,123.658
45.83,150.396
46.13,138.331
45.44,135.916
44.91,102.287
45.18,186.179
44.85,322.843
44.06,142.989
44.71,112.811
45.1,108.554
44.57,71.971
44.05,127.126
43.31,142.579
42.68,104.573
42.55,144.552
42,192.785
41.73,139.21
44.98,281.942
44.55,156.994
44.14,115.026
44.31,142.263
44.67,109.821
44.99,100.981
45.07,77.519
44.57,82.788
44.66,412.83
43.04,543.837
43.87,303.723
44,102.717
43.5,127.762
43.44,136.719
43.42,109.884
43.59,109.015
43.63,111.507
43.62,88.639
43.78,118.841
43.44,80.554
43.26,83.076
