Date;Open;High;Low;Close;Volume;Adj Close
06/11/2014;47.37;47.98;46.60;47.93;22636000;47.93
07/11/2014;47.90;48.67;47.86;48.55;24166700;48.55
10/11/2014;48.80;49.63;48.79;49.41;24730300;49.41
11/11/2014;48.57;49.18;48.10;49.05;31586300;49.05
12/11/2014;49.33;50.63;49.22;50.60;30564700;50.60
13/11/2014;50.96;51.17;49.95;50.50;35513400;50.50
14/11/2014;50.52;51.95;50.47;51.75;28824700;51.75
17/11/2014;51.83;52.42;50.94;52.37;38392800;52.37
18/11/2014;52.28;52.62;51.34;51.75;26847300;51.75
19/11/2014;51.24;51.37;50.00;50.58;29260000;50.58
20/11/2014;50.60;52.23;50.27;51.25;28916000;51.25
21/11/2014;51.99;52.25;50.99;51.04;22225300;51.04
24/11/2014;51.25;51.83;51.07;51.83;14643500;51.83
25/11/2014;51.98;52.19;51.60;51.72;14219600;51.72
26/11/2014;51.56;52.26;51.52;51.93;13428500;51.93
28/11/2014;51.87;52.00;51.64;51.74;8913700;51.74
01/12/2014;51.43;51.43;49.66;50.10;23146900;50.10
02/12/2014;50.27;51.12;50.01;50.67;16099900;50.67
03/12/2014;50.71;50.97;50.20;50.28;14236000;50.28
04/12/2014;50.19;50.67;49.90;50.41;12136700;50.41
05/12/2014;51.03;51.25;50.51;50.99;15418100;50.99
08/12/2014;50.52;50.90;49.22;49.62;18190100;49.62
09/12/2014;48.75;50.53;48.29;50.51;19655600;50.51
10/12/2014;50.33;50.69;49.19;49.21;16184100;49.21
11/12/2014;49.54;50.58;49.43;49.94;21100200;49.94
12/12/2014;49.54;51.17;49.48;50.24;20370500;50.24
15/12/2014;50.42;50.92;49.50;49.82;18132500;49.82
16/12/2014;49.50;50.08;48.81;48.85;21399300;48.85
17/12/2014;49.02;50.25;48.90;50.12;17112300;50.12
18/12/2014;50.93;51.15;50.44;50.91;15338900;50.91
19/12/2014;51.06;51.47;50.83;50.88;24110200;50.88
22/12/2014;50.99;51.60;50.95;51.15;24021100;51.15
23/12/2014;51.46;51.46;49.93;50.02;15514000;50.02
24/12/2014;50.19;50.92;50.19;50.65;5961900;50.65
26/12/2014;50.65;51.06;50.61;50.86;5169700;50.86
29/12/2014;50.67;51.01;50.51;50.53;6624500;50.53
30/12/2014;50.35;51.27;50.35;51.22;10703500;51.22
31/12/2014;51.54;51.68;50.46;50.51;9305000;50.51
02/01/2015;50.66;50.78;49.47;50.17;11924500;50.17
05/01/2015;49.71;49.88;48.91;49.13;14389300;49.13
06/01/2015;49.20;49.88;48.33;49.21;16204300;49.21
07/01/2015;49.62;49.64;48.51;48.59;11788000;48.59
08/01/2015;48.99;50.23;48.72;50.23;14704800;50.23
09/01/2015;50.28;50.41;49.62;49.72;7462800;49.72
12/01/2015;49.92;49.93;48.56;48.80;10170700;48.80
13/01/2015;49.15;49.48;47.40;48.30;21605200;48.30
14/01/2015;47.70;48.09;47.07;47.51;15911600;47.51
15/01/2015;47.54;47.75;46.20;46.23;17126000;46.23
16/01/2015;46.06;46.59;45.85;46.47;14681800;46.47
20/01/2015;46.79;47.89;46.77;47.63;15845900;47.63
21/01/2015;47.60;48.38;47.32;48.18;16305100;48.18
22/01/2015;48.43;49.08;48.01;48.89;12647400;48.89
23/01/2015;48.74;49.23;48.63;48.95;14294300;48.95
26/01/2015;49.57;49.79;49.07;49.44;18976400;49.44
27/01/2015;49.14;49.28;47.66;47.99;45777200;47.99
28/01/2015;49.80;50.32;46.30;46.46;84839700;46.46
29/01/2015;43.56;43.80;41.80;43.73;74370100;43.73
30/01/2015;43.75;44.85;43.51;43.99;36033600;43.99
02/02/2015;44.43;44.76;43.88;44.69;20305700;44.69
03/02/2015;45.10;45.25;44.38;44.70;16985900;44.70
04/02/2015;44.80;44.98;43.88;44.05;16281400;44.05
05/02/2015;44.08;44.26;43.03;43.55;18414500;43.55
06/02/2015;43.57;43.66;42.67;42.94;16005100;42.94
09/02/2015;42.61;43.15;42.54;42.57;15507600;42.57
10/02/2015;42.90;43.18;42.66;43.07;12160800;43.07
11/02/2015;43.18;43.26;42.76;42.96;9791100;42.96
12/02/2015;43.07;44.16;42.86;43.93;18158200;43.93
13/02/2015;44.12;44.59;44.00;44.42;13785800;44.42
17/02/2015;44.37;44.54;43.35;43.53;12798400;43.53
18/02/2015;43.56;43.82;43.30;43.65;10410700;43.65
19/02/2015;43.65;44.42;43.50;44.37;13301000;44.37
20/02/2015;44.30;44.36;43.76;44.11;12036200;44.11
23/02/2015;43.99;43.99;43.42;43.53;12129100;43.53
24/02/2015;43.45;43.52;42.91;43.38;9797500;43.38
25/02/2015;43.21;44.72;43.21;44.43;17922900;44.43
26/02/2015;44.60;44.76;44.26;44.45;9223800;44.45
27/02/2015;44.38;44.57;44.05;44.28;10044200;44.28
02/03/2015;44.06;44.43;43.70;44.11;11027300;44.11
03/03/2015;43.70;43.95;42.42;42.62;22392400;42.62
04/03/2015;42.08;44.38;41.97;43.99;30098500;43.99
05/03/2015;44.18;44.31;43.50;44.16;11867700;44.16
06/03/2015;43.98;44.24;43.40;43.44;11888000;43.44
09/03/2015;43.60;43.93;42.67;42.98;11801900;42.98
10/03/2015;42.57;42.92;42.18;42.68;10600700;42.68
11/03/2015;42.77;42.99;42.36;42.50;10007300;42.50
12/03/2015;42.70;43.36;42.58;42.95;8384800;42.95
13/03/2015;42.84;42.98;42.44;42.87;9087000;42.87
16/03/2015;42.93;43.88;42.75;43.51;11376400;43.51
17/03/2015;43.54;44.16;43.46;43.79;9656200;43.79
18/03/2015;43.58;44.71;43.43;44.67;18919900;44.67
19/03/2015;44.90;45.45;44.81;44.98;14758000;44.98
20/03/2015;45.37;45.58;44.91;45.04;14194200;45.04
23/03/2015;45.25;45.54;44.71;44.72;8268800;44.72
24/03/2015;44.64;44.78;44.28;44.42;7559100;44.42
25/03/2015;44.59;44.93;44.13;44.20;14036900;44.20
26/03/2015;43.78;44.67;43.68;44.47;16162900;44.47
27/03/2015;45.20;45.67;45.01;45.10;20563500;45.10
30/03/2015;45.36;45.42;44.82;44.95;8884300;44.95
31/03/2015;44.82;45.20;44.42;44.44;10415500;44.44
01/04/2015;44.45;44.60;43.95;44.13;14722300;44.13
02/04/2015;44.24;44.36;43.68;44.15;12229400;44.15
06/04/2015;43.82;44.03;43.61;43.67;10717000;43.67
07/04/2015;43.79;44.22;43.56;43.61;11382000;43.61
08/04/2015;43.86;45.19;43.80;45.17;16071000;45.17
09/04/2015;45.70;46.17;45.16;45.63;13678000;45.63
10/04/2015;45.79;45.79;45.00;45.18;8436400;45.18
13/04/2015;45.25;45.59;44.72;44.77;8837300;44.77
14/04/2015;44.82;45.64;44.79;45.53;12365800;45.53
15/04/2015;45.46;45.83;45.23;45.73;15039600;45.73
16/04/2015;45.82;46.13;45.53;45.78;13833100;45.78
17/04/2015;45.30;45.44;44.25;44.45;13591600;44.45
20/04/2015;44.73;44.91;44.41;44.66;10228700;44.66
21/04/2015;45.15;45.18;44.45;44.49;18617900;44.49
22/04/2015;44.58;44.85;43.67;43.98;32284300;43.98
23/04/2015;43.92;44.06;43.58;43.70;14298900;43.70
24/04/2015;43.73;44.71;43.69;44.52;11281100;44.52
27/04/2015;44.65;45.10;44.25;44.36;10855400;44.36
28/04/2015;44.34;44.57;43.94;44.34;7197100;44.34
29/04/2015;43.88;44.05;43.09;43.28;12712600;43.28
30/04/2015;43.12;43.31;42.26;42.57;14257900;42.57
